Timestamp,Redox value,Temperature
2019/1/15 21:21:50,-88.58624300000000000000,17.15844200000000000000
2019/1/15 21:37:12,-88.59687800000000000000,17.21575700000000000000
2019/1/15 21:52:35,-88.64961200000000000000,17.27869200000000000000
2019/1/15 22:7:57,-88.61679100000000000000,17.35269500000000000000
2019/1/15 22:23:19,-88.59893800000000000000,17.32377400000000000000
2019/1/15 22:38:42,-88.73602300000000000000,17.17226400000000000000
2019/1/15 22:54:4,-88.72330500000000000000,17.05891800000000000000
2019/1/15 23:9:27,-88.84668000000000000000,17.06332000000000000000
2019/1/15 23:24:49,-88.87564100000000000000,17.07899100000000000000
2019/1/15 23:40:12,-88.93741600000000000000,17.09679200000000000000
2019/1/15 23:55:34,-88.84187300000000000000,17.14335800000000000000
